text	kana	fed_text	sources
10年ぶりに高校のクラスメイトと再会した。	ジュウネンブリニ'/コオコオノ'/クラスメ'イトト/サイカイ'/_シタ'	10年ぶりに高校のクラスメイトと再会した。	grammar-n2#n2-45
10年修行しただけのことはある。料理の腕が抜群だ。	ジュウ'ネン/シュギョオ'/_シタ'ダケノ/コト'ワ/ア'ル、リョ'オリノ/ウデ'ガ/バツグンダ'	10年修行しただけのことはある。料理の腕が抜群だ。	grammar-n2#n2-30
20年にわたって、同じ分野の研究を続けてきた。	ニジュウ'ネンニ/ワタッテ'、オナジ'/ブ'ンヤノ/ケンキュウオ'/ツズケテ'/キ'タ	20年にわたって、同じ分野の研究を続けてきた。	grammar-n2#n2-22
30万人が参加しただけのことはある、見応えのあるマラソン大会だった。	サ'ンジュウ/マン'ニンガ/サンカ'/_シタ'ダケノ/コト'ワ/ア'ル、ミゴタエノ'/ア'ル/マラソンタ'イカイダッタ	30万人が参加しただけのことはある、見応えのあるマラソン大会だった。	grammar-n2#n2-30
3月から4月にかけて、全国で桜が咲く。	サ'ンガ_ツカラ/シガツ'ニ/カケ'テ、ゼ'ンコクデ/サクラガ'/サク'	3月から4月にかけて、全国で桜が咲く。	grammar-n2#n2-3
3日間にわたって国際会議が行われた。	ミッカ'カンニ/ワタッテ'/コ_クサイカ'イギガ/オコナワレタ'	3日間にわたって国際会議が行われた。	grammar-n2#n2-22
42 キロを走りきった時、自然と涙が出た。	ヨ'ンジュウ/ニ'、キ'ロオ/ハシリ'キッタ/トキ'、シゼント'/ナ'ミダガ/デタ'	42 キロを走りきった時、自然と涙が出た。	grammar-n2#n2-65
5年ぶりに母校を訪れた。	ゴネンブリニ'/ボ'コオオ/オトズ'レタ	5年ぶりに母校を訪れた。	grammar-n2#n2-45
AI の進化につれて、働き方も変わってきた。	エエア'イ、ノ'/シ'ンカニ/ツレテ'、ハタラキ'カタモ/カワッテ'/キ'タ	AI の進化につれて、働き方も変わってきた。	grammar-n2#n2-54
あの映画を見ると、泣かずにはいられない。	アノ'/エエガオ'/ミ'ルト、ナカズニワ'/イラレナイ'	あの映画を見ると、泣かずにはいられない。	grammar-n2#n2-36
あの事件をきっかけに、関連法規が見直された。	アノ'/ジ'ケンオ/キッカケニ'、カンレンホ'オキガ/ミナオサレタ'	あの事件をきっかけに、関連法規が見直された。	grammar-n2#n2-59
お帰りの際は、忘れ物にご注意ください。	オカエリ'ノ/サ'イワ、ワスレモノニ'/ゴチュ'ウイ/クダサ'イ	おかえりの際は、忘れ物にご注意ください。	grammar-n2#n2-51
きれいな景色を見ると、写真を撮らずにはいられない。	キ'レイナ/ケ'_シキオ/ミ'ルト、シャシンオ'/トラズニワ'/イラレナイ'	きれいな景色を見ると、写真を撮らずにはいられない。	grammar-n2#n2-36
グルメな母のことだから、きっと美味しい店をリサーチしているだろう。	グ'ルメナ/ハ'ハノ/コト'ダカラ、キット'/オイシ'イ/ミセ'オ/リサ'アチ/_シテ'/イルダロオ'	グルメな母のことだから、きっと美味しい店をリサーチしているだろう。	grammar-n2#n2-34
このアプリは日本のみならず、東南アジアでも利用者が急増している。	コノ'/ア'プリワ/ニッポ'ンノミ/ナラ'ズ、トオナンア'ジアデモ/リヨオシャガ'/キュウゾオ'/_シテ'/イル'	このアプリは日本のみならず、東南アジアでも利用者が急増している。	grammar-n2#n2-27
このカフェは駅に近い上に、Wi-Fi も高速だ。	コノ'/カ'フェワ/エ'キニ/_チカ'イ/ウエニ'、ワイファイ'、モ'/コオソクダ'	このカフェは駅に近い上に、Wi-Fi も高速だ。	grammar-n2#n2-33
このプロジェクトを成功に導いたのは、彼の手腕に相違ない。	コノ'/プロ'ジェ_クトオ/セエコオニ'/ミチビ'イタ/ノワ'、カ'レノ/シュ'ワンニ/ソオイ'/ナ'イ	このプロジェクトを成功に導いたのは、彼の手腕に相違ない。	grammar-n2#n2-43
このまま対策を怠れば、大事故に発展しかねない。	コノ'/ママタ'イサクオ/オコタ'レバ、ダイ'ジコニ/ハッテン'/_シカネナイ'	このまま対策を怠れば、大事故に発展しかねない。	grammar-n2#n2-38
この街に引っ越して以来、朝のジョギングが日課になった。	コノ'/マチ'ニ/ヒッコ_シテ'/イ'ライ、ア'サノ/ジョギングガ'/ニッカニ'/ナ'ッタ	この街に引っ越して以来、朝のジョギングが日課になった。	grammar-n2#n2-7
この街の景観が守られているのは、住民の努力にほかならない。	コノ'/マチ'ノ/ケエカンガ'/マモ'ラレテ/イル'/ノワ'、ジュウミンノ'/ド'リョクニ/ホカナラ'ナイ	この街の景観が守られているのは、住民の努力にほかならない。	grammar-n2#n2-56
この結果は受け入れがたいが、現実として認めるしかない。	コノ'/ケッカワ'/ウケイレガタ'イガ、ゲンジ_ツト'/_シテ'/ミトメル'_シカ/ナ'イ	この結果は受け入れがたいが、現実として認めるしかない。	grammar-n2#n2-46
この結果は全員の努力の賜物に相違ない。	コノ'/ケッカワ'/ゼンインノ'/ド'リョクノ/タマモノニ'/ソオイ'/ナ'イ	この結果は全員の努力の賜物に相違ない。	grammar-n2#n2-43
この古い写真にはどこか懐かしいものがある。	コノ'/フル'イ/シャシンニワ'/ド'コカ/ナ_ツカシ'イ/モノ'ガ/ア'ル	この古い写真にはどこか懐かしいものがある。	grammar-n2#n2-63
この作品は国際賞に値する。	コノ'/サ_クヒンワ'/コ_クサイ'ショオニ/アタイスル'	この作品は国際賞に値する。	grammar-n2#n2-31
この仕事量を1人でやるのは大変に違いない。	コノ'/シゴト'リョウオ/_ヒト'リデ/ヤル'/ノワ'/タイヘンニ'/チガイナイ'	この仕事量を1人でやるのは大変に違いない。	grammar-n2#n2-41
この時期に予約なんて取れっこない。	コノ'/ジ'キニ/ヨヤクナ'ンテ/トレッコ'ナイ	この時期に予約なんて取れっこない。	grammar-n2#n2-40
この数字は氷山の一角にすぎない。	コノ'/スウジワ'/ヒョ'オザンノ/イッカクニ'/スギ'ナイ	この数字は氷山の一角にすぎない。	grammar-n2#n2-29
この素材を使ったら、美味しいに決まっている。	コノ'/ソザイオ'/_ツカッタ'ラ、オイシ'イニ/キマッテ'/イル'	この素材を使ったら、美味しいに決まっている。	grammar-n2#n2-42
この店は価格が手頃な上に、料理の質も高い。	コノ'/ミセ'ワ/カカクガ'/テゴロナ'/ウエニ'、リョ'オリノ/_シツモ'/タカ'イ	この店は価格が手頃な上に、料理の質も高い。	grammar-n2#n2-33
この筆跡は祖父のものに相違ない。	コノ'/ヒッセキワ'/ソ'フノ/モノ'ニ/ソオイ'/ナ'イ	この筆跡は祖父のものに相違ない。	grammar-n2#n2-43
この歴史ある街並みは一度訪れるに値する。	コノ'/レ_キシ'/ア'ル/マチナミワ'/イチ'ド/オトズレルニ'/アタイスル'	この歴史ある街並みは一度訪れるに値する。	grammar-n2#n2-31
これだけ行列ができているのだから、この店は美味しいに違いない。	コレダケ'/ギョオレツガ'/デキ'テ/イル'/ノダ'カラ、コノ'/ミセ'ワ/オイシ'イニ/チガイナイ'	これだけ行列ができているのだから、この店は美味しいに違いない。	grammar-n2#n2-41
これは個人的な見解にすぎない。	コレワ'/コジン'テキナ/ケンカイニ'/スギ'ナイ	これは個人的な見解にすぎない。	grammar-n2#n2-29
こんなに練習したんだから、うまくいくに決まっている。	コンナニ'/レンシュウ'/_シタ'/ン'ダカラ、ウマクイクニ'/キマッテ'/イル'	こんなに練習したんだから、うまくいくに決まっている。	grammar-n2#n2-42
さすが一流ホテルだけのことはある。サービスが段違いだ。	サスガ'/イチリュウホテルダケノ'/コト'ワ/ア'ル、サ'アビスガ/ダンチ'ガイダ	さすが一流ホテルだけのことはある。サービスが段違いだ。	grammar-n2#n2-30
さんざん迷ったあげく、結局購入を見送った。	サンザン'/マヨ'ッタ/アゲク'、ケッキョク'/コオニュウオ'/ミオクッタ'	さんざん迷ったあげく、結局購入を見送った。	grammar-n2#n2-60
ジムに入会したものの、忙しくて一度しか行っていない。	ジ'ムニ/ニュウカイ'/_シタ'モノノ、イソガシ'_クテ/イチ'ド_シカ/イッテ'/イナイ'	ジムに入会したものの、忙しくて一度しか行っていない。	grammar-n2#n2-11
スピードに関する議論にかけては、彼が社内一だ。	_スピイドニ'/カンス'ル/ギ'ロンニ/カケ'テワ、カ'レガ/シャナイ'イチダ	スピードに関する議論にかけては、彼が社内一だ。	grammar-n2#n2-53
そのご要望にはお答えしかねます。	ソノ'/ゴヨ'オボオニワ/オコタエ'/_シカネマ'_ス	そのご要望にはお答えしかねます。	grammar-n2#n2-37
その結論には賛成しかねる。	ソノ'/ケツロンニワ'/サンセエ'/_シカネ'ル	その結論には賛成しかねる。	grammar-n2#n2-37
そんなうますぎる話、嘘に決まっている。	ソンナ'/ウマスギ'ル/ハナシ'、ウ'ソニ/キマッテ'/イル'	そんなうますぎる話、嘘に決まっている。	grammar-n2#n2-42
そんなことは現実的にあり得ない。	ソンナ'/コト'ワ/ゲンジツ'テキニ/アリエ'ナイ	そんなことは現実的にあり得ない。	grammar-n2#n2-39
そんな高難度の試験、一発で受かりっこない。	ソンナ'/コオナン'ドノ/_シケ'ン、イッ'パツデ/ウカリッコ'ナイ	そんな高難度の試験、一発で受かりっこない。	grammar-n2#n2-40
チケットを買ったものの、結局行けなかった。	チ'ケットオ/カッタ'モノノ、ケッキョク'/イケナカッタ'	チケットを買ったものの、結局行けなかった。	grammar-n2#n2-11
できるものなら、一度やってみろ。	デキ'ル/モノ'ナラ、イチド'/ヤ'ッテ/ミ'ロ	できるものなら、一度やってみろ。	grammar-n2#n2-18
フルマラソンを走りきった。	フルマ'ラソンオ/ハシリ'キッタ	フルマラソンを走りきった。	grammar-n2#n2-65
プロジェクトを引き受けたからには、最後まで責任を持つ。	プロ'ジェ_クトオ/_ヒキウケ'タカラニワ、サ'イゴマデ/セキニンオ'/モ'ツ	プロジェクトを引き受けたからには、最後まで責任を持つ。	grammar-n2#n2-8
もう二度と満員電車には乗るまいと思い、自転車通勤に切り替えた。	モ'オ/ニド'ト/マンインデ'ンシャニワ/ノルマ'イト/オモ'イ、ジテンシャツ'ウキンニ/キリカエタ'	もう二度と満員電車には乗るまいと思い、自転車通勤に切り替えた。	grammar-n2#n2-57
リモートワークの普及に伴って、地方移住を選ぶ人が増えている。	リモオトワ'アクノ/_フキュウニ'/トモナ'ッテ、_チホオイ'ジュウオ/エラ'ブ/_ヒトガ'/フエ'テ/イル'	リモートワークの普及に伴って、地方移住を選ぶ人が増えている。	grammar-n2#n2-50
一人では食べきれない量が出てきた。	_ヒト'リデワ/タベキレ'ナイ/リョ'オガ/デテ'/キ'タ	一人では食べきれない量が出てきた。	grammar-n2#n2-65
一度も立ち止まることなく、ゴールまで走り切った。	イチ'ドモ/タチドマ'ル/コト'/ナ'ク、ゴ'オルマデ/ハシリ'キッタ	一度も立ち止まることなく、ゴールまで走り切った。	grammar-n2#n2-48
雨にもかかわらず、多くの来場者が集まった。	ア'メニモ/カカワラ'ズ、オ'オクノ/ライジョオシャガ'/アツマ'ッタ	雨にもかかわらず、多くの来場者が集まった。	grammar-n2#n2-10
雨の日も休むことなく、毎朝公園をジョギングしている。	ア'メノ/ヒモ'/ヤス'ム/コト'/ナ'ク、マ'イアサ/コオエンオ'/ジョギング'/_シテ'/イル'	雨の日も休むことなく、毎朝公園をジョギングしている。	grammar-n2#n2-48
英語はもちろん、スペイン語も日常会話レベルで話せる。	エエゴワ'/モチ'ロン、_スペイン'ゴモ/ニチジョオカイワレ'ベルデ/ハナセ'ル	英語はもちろん、スペイン語も日常会話レベルで話せる。	grammar-n2#n2-28
駅を出たとたん、激しい夕立に遭った。	エ'キオ/デタ'/トタン'、ハゲシ'イ/ユウダチニ'/ア'ッタ	駅を出たとたん、激しい夕立に遭った。	grammar-n2#n2-5
何か言いかけて、途中でやめた。	ナ'ニカ/イイカケ'テ、トチュウデ'/ヤメ'タ	何か言いかけて、途中でやめた。	grammar-n2#n2-47
何度も確認したにもかかわらず、同じミスを繰り返した。	ナン'ドモ/カクニン'/_シタニモ'/カカワラ'ズ、オナジ'/ミ'スオ/クリカ'エ_シタ	何度も確認したにもかかわらず、同じミスを繰り返した。	grammar-n2#n2-10
家具はもちろん、家電までついているマンションだ。	カ'グワ/モチ'ロン、カデンマ'デ/ツ'イテ/イル'/マ'ンションダ	家具はもちろん、家電までついているマンションだ。	grammar-n2#n2-28
家族だからこそ、厳しいことも伝える。	カ'ゾクダカラコソ、キビシ'イ/コト'モ/_ツタエル'	家族だからこそ、厳しいことも伝える。	grammar-n2#n2-9
家族で話し合った末に、郊外への引っ越しを決めた。	カ'ゾクデ/ハナシア'ッタ/スエニ'、コオガイ'エノ/ヒッコシオ'/キメタ'	家族で話し合った末に、郊外えの引っ越しを決めた。	grammar-n2#n2-4
荷物が届き次第、ご連絡いたします。	ニ'モツガ/トド'_キ/シダイ'、ゴレ'ンラク/イタシマ'_ス	荷物が届き次第、ご連絡いたします。	grammar-n2#n2-6
過去のデータをもとに、今期の需要を予測する。	カ'コノ/デ'エタオ/モト'ニ、コ'ンキノ/ジュヨオオ'/ヨソ_ク'/スル'	過去のデータをもとに、今期の需要を予測する。	grammar-n2#n2-23
開会に先立って、主催者が挨拶を述べた。	カイカイニ'/サキダ'ッテ、_シュサイシャガ'/ア'イサツオ/ノベ'タ	開会に先立って、主催者が挨拶を述べた。	grammar-n2#n2-66
楽天家のあの人のことだから、すぐに立ち直るだろう。	ラ_クテン'カノ/アノ'/_ヒトノ'/コト'ダカラ、ス'グニ/タチナオルダロオ'	楽天家のあの人のことだから、すぐに立ち直るだろう。	grammar-n2#n2-34
感謝されるどころか、逆に文句を言われた。	カ'ンシャ/サレル'ドコロカ、ギャクニ'/モ'ンクオ/イワレタ'	感謝されるどころか、逆に文句を言われた。	grammar-n2#n2-25
慣れているとはいえ、プレゼン前はやはり緊張する。	ナレ'テ/イルトワ'/イ'エ、プレゼン'/マ'エワ/ヤハ'リ/キンチョオ'/スル'	慣れているとはいえ、プレゼン前はやはり緊張する。	grammar-n2#n2-12
簡単どころか、想像以上に難しかった。	カンタンドコロカ'、ソオゾオイ'ジョオニ/ムズカシ'カッタ	簡単どころか、想像以上に難しかった。	grammar-n2#n2-25
関東から東北にかけて、明日は荒れ模様の天気となる見込みだ。	カ'ントオカラ/トオホクニ'/カケ'テ、ア_シタ'ワ/アレ'/モヨオノ'/テ'ン_キト/ナ'ル/ミコミダ'	関東から東北にかけて、明日は荒れ模様の天気となる見込みだ。	grammar-n2#n2-3
季節が進むにつれて、朝晩の寒暖差が大きくなってきた。	キ'セツガ/ススムニ'/ツレテ'、ア'サバンノ/カンダン'サガ/オ'オ_キクナッテ/キ'タ	季節が進むにつれて、朝晩の寒暖差が大きくなってきた。	grammar-n2#n2-54
季節に応じて、メニューを入れ替えている。	キ'セツニ/オオジテ'、メ'ニュウオ/イレカエテ'/イル'	季節に応じて、メニューを入れ替えている。	grammar-n2#n2-24
記憶力にかけては、同期の誰にも負けない。	キオクリョ'クニ/カケ'テワ、ド'オキノ/ダ'レニモ/マケナイ'	記憶力にかけては、同期の誰にも負けない。	grammar-n2#n2-53
記者会見に先立って、関係者だけで事前打ち合わせを行った。	_キシャカ'イケンニ/サキダ'ッテ、カンケエシャダケデ'/ジゼンウ'チアワセオ/オコナッタ'	記者会見に先立って、関係者だけで事前打ち合わせを行った。	grammar-n2#n2-66
起業するからには、周囲を巻き込む覚悟が必要だ。	キ'ギョオ/スル'カラニワ、シュ'ウイオ/マ_キコ'ム/カ'クゴガ/_ヒツヨオダ'	起業するからには、周囲を巻き込む覚悟が必要だ。	grammar-n2#n2-8
急ぎだと言われつつも、つい他の仕事を優先してしまった。	イソギ'ダト/イワレツ'ツモ、ツ'イ/ホカノ'/シゴトオ'/ユウセン'/_シテ'/シマ'ッタ	急ぎだと言われつつも、つい他の仕事を優先してしまった。	grammar-n2#n2-16
教師である上は、生徒の手本にならなければならない。	キョ'オシデアル/ウエワ'、セ'エトノ/テホ'ンニ/ナラ'ナケレバ/ナラ'ナイ	教師である上は、生徒の手本にならなければならない。	grammar-n2#n2-32
狭いながらも、住み心地のいい部屋だ。	セマイナ'ガラモ、スミゴ'コチノ/イ'イ/ヘヤ'ダ	狭いながらも、住み心地のいい部屋だ。	grammar-n2#n2-17
業務の負担が増えるばかりだ。	ギョ'オムノ/_フタンガ'/フエ'ルバカリダ	業務の負担が増えるばかりだ。	grammar-n2#n2-2
契約書が届き次第、サインして返送します。	ケエヤ_クショガ'/トド'_キ/シダイ'、サ'イン/_シテ'/ヘンソオ'/シマ'_ス	契約書が届き次第、サインして返送します。	grammar-n2#n2-6
経験の有無を問わず、応募を歓迎します。	ケエケンノ'/ウ'ムオ/トワ'ズ、オオボオ'/カンゲエ'/シマ'_ス	経験の有無を問わず、応募を歓迎します。	grammar-n2#n2-21
経済の発展に伴い、環境負荷も増大した。	ケ'エザイノ/ハッテンニ'/トモナ'イ、カンキョオ'_フカモ/ゾオダイ'/_シタ'	経済の発展に伴い、環境負荷も増大した。	grammar-n2#n2-50
健康のためには、早寝早起きするに越したことはない。	ケンコオノ'/タメ'ニワ、ハヤネハヤ'オ_キ/スルニ'/コ_シタ'/コト'/カ'ナ、ハ'、ナ'/イ'	健康のためには、早寝早起きするに越したことkana:ハ'ナい。	grammar-n2#n2-62
玄関のドアを開けたとたん、愛犬が飛びついてきた。	ゲ'ンカンノ/ド'アオ/アケタ'/トタン'、アイケンガ'/トビツ'イテ/キ'タ	玄関のドアを開けたとたん、愛犬が飛びついてきた。	grammar-n2#n2-5
現地で暮らしてはじめて、その街の魅力が理解できた。	ゲ'ンチデ/クラ_シテ'/ハジメテ'、ソノ'/マチ'ノ/ミリョクガ'/リ'カイ/デキ'タ	現地で暮らしてはじめて、その街の魅力が理解できた。	grammar-n2#n2-61
現地を訪れてみないことには、本当の魅力はわからない。	ゲ'ンチオ/オトズ'レテ/ミ'ナイ/コト'ニワ、ホントオノ'/ミリョクワ'/ワカラ'ナイ	現地を訪れてみないことには、本当の魅力はわからない。	grammar-n2#n2-19
故郷のことが思い出されてならない。	コ'キョオノ/コト'ガ/オモイダ'サレテ/ナラ'ナイ	故郷のことが思い出されてならない。	grammar-n2#n2-67
顧客アンケートをもとにして、サービスを改善した。	コキャクア'ンケエトオ/モト'ニ/_シテ'、サ'アビスオ/カイゼン'/_シタ'	顧客アンケートをもとにして、サービスを改善した。	grammar-n2#n2-23
工事に先立ち、地域住民への説明会が実施された。	コ'オジニ/サキダ'チ、チイキジュウミン'エノ/セツメエ'カイガ/ジッ_シ'/サレタ'	工事に先立ち、地域住民えの説明会が実施された。	grammar-n2#n2-66
広範囲にわたって停電が発生した。	コオハ'ンイニ/ワタッテ'/テエデンガ'/ハッセエ'/_シタ'	広範囲にわたって停電が発生した。	grammar-n2#n2-22
