text	kana	fed_text	sources
——バスが渋滞したからです。	バ'スガ/ジュウタイ'/_シタ'カラデ_ス	——バスが渋滞したからです。	grammar-n5#n5-61
——日本文化が好きだからです。	ニッポンブ'ンカガ/_スキ'ダカラデ_ス	——日本文化が好きだからです。	grammar-n5#n5-61
「東京ラブストーリー」というドラマ。	トオキョオラブ_スト'オリイ、ト'/イウ'/ド'ラマ	「東京ラブストーリー」というドラマ。	grammar-n5#n5-68
10月になると、涼しくなります。	ジュウガツ'ニ/ナ'ルト、スズ_シクナリマ'_ス	10月になると、涼しくなります。	grammar-n5#n5-10
10時から18時まで営業します。	ジュウ'ジカラ/ジュウ'/ハチ'ジマデ/エエギョオ'/シマ'_ス	10時から18時まで営業します。	grammar-n5#n5-25
10分しか残っていません。	ジュッ'プン_シカ/ノコ'ッテ/イマセ'ン	10分しか残っていません。	grammar-n5#n5-38
1か月に2回映画館へ行きます。	イッカ'ゲツニ/ニ'カイ/エエガカンエイキマ'_ス	1か月に2回映画館え行きます。	grammar-n5#n5-40
1時間くらいかかります。	イチジカンク'ライ/カカリマ'_ス	1時間くらいかかります。	grammar-n5#n5-65
あのカフェへ入りましょう。	アノ'/カ'フェエ/ハイリマショ'オ	あのカフェへ入りましょう。	grammar-n5#n5-12
あの映画は感動的でしょう？	アノ'/エエガワ'/カンドオ'テキデショオ？	あの映画は感動的でしょう？	grammar-n5#n5-60
お願いしたいんですけど…	オネガイ'/_シタ'イ/ン'デ_スケド	お願いしたいんですけど…	grammar-n5#n5-36
お土産を買いに行きます。	オミ'ヤゲオ/カイニ'/イキマ'_ス	お土産を買いに行きます。	grammar-n5#n5-37
お腹が空いて、何か食べました。	オナカガ'/アイテ'、ナ'ニカ/タベマ'_シタ	お腹が空いて、何か食べました。	grammar-n5#n5-53
カフェで仕事をします。	カ'フェデ/シゴトオ'/シマ'_ス	カフェで仕事をします。	grammar-n5#n5-24
カラオケやボウリングを楽しみます。	カラオケヤ'/ボウリングオ'/タノシミマ'_ス	カラオケやボウリングを楽しみます。	grammar-n5#n5-28
コーヒーでも飲みませんか。	コオヒイデモノミマセ'ンカ	コーヒーでものみませんか。	grammar-n5#n5-9
ここでタバコを吸わないでください。	ココデ'/タバコオ'/スワナ'イデ/クダサ'イ	ここでタバコを吸わないでください。	grammar-n5#n5-55
このカメラは高いですが、画質がいいです。	コノ'/カ'メラワ/タカ'イデ_スガ、ガ_シツガ'/イ'イデ_ス	このカメラは高いですが、画質がいいです。	grammar-n5#n5-35
この喫茶店は静かです。	コノ'/キッサテンワ'/シ'ズカデ_ス	この喫茶店は静かです。	grammar-n5#n5-3
この書類にサインしてください。	コノ'/ショルイニ'/サ'イン/_シテ'/クダサ'イ	この書類にサインしてください。	grammar-n5#n5-55
