text	kana	fed_text	sources
あいかわらず	アイカワラ'ズ	あいかわらず	vocab-n4,vocab-n3,vocab-n2
あいさつ	ア'イサツ	あいさつ	vocab-n4,vocab-n3
あいさつする	ア'イサ_ツ/スル'	あいさつする	vocab-n4,vocab-n3
あいて	アイテ'	あいて	vocab-n4,vocab-n3
あがる	アガル'	あがる	vocab-n4
あきらか	アキ'ラカ	あきらか	vocab-n4,vocab-n3,vocab-n2
あきらめる	アキラメ'ル	あきらめる	vocab-n4
あくせさりー	ア'/_クセ'/サリ'イ	あくせさりー	vocab-n4
あさい	アサイ'	あさい	vocab-n4,vocab-n3,vocab-n2
あじ	ア'ジ	あじ	vocab-n4
あせ	アセ'	あせ	vocab-n4,vocab-n3
あつまる	アツマ'ル	あつまる	vocab-n4
あつめる	アツメ'ル	あつめる	vocab-n4
あやまる	アヤマ'ル	あやまる	vocab-n4,vocab-n2
あるいは	アル'イワ	あるいは	vocab-n4,vocab-n3,vocab-n2
あるばいと	ア'ルバ/イ'ト	あるばいと	vocab-n4
あるばむ	ア'ルバ/ム'	あるばむ	vocab-n4
あんしんする	アンシン'/スル'	あんしんする	vocab-n4,vocab-n3
あんないする	アンナイ'/スル'	あんないする	vocab-n4
いき	イ'キ	いき	vocab-n4,vocab-n3
いけん	イケン'	いけん	vocab-n4,vocab-n3
いし	イ'シ	いし	vocab-n4,vocab-n3,vocab-n2,vocab-n1
いじわる	イジワ'ル	いじわる	vocab-n4
いたす	イタ'ス	いたす	vocab-n4
いただく	イタダク'	いただく	vocab-n4
いったい	イッタイ'	いったい	vocab-n4,vocab-n3
いっぽう	イッポ'オ	いっぽう	vocab-n4,vocab-n3,vocab-n2
いなか	イナカ'	いなか	vocab-n4
いのる	イノ'ル	いのる	vocab-n4
いよいよ	イヨ'イヨ	いよいよ	vocab-n4,vocab-n3,vocab-n2
いらっしゃる	イラッシャ'ル	いらっしゃる	vocab-n4
いわう	イワ'ウ	いわう	vocab-n4
いんかん	インカン'	いんかん	vocab-n4
うえる	ウエル'	うえる	vocab-n4,vocab-n3
うけつけ	ウケ_ツケ'	うけつけ	vocab-n4
うけとる	ウケト'ル	うけとる	vocab-n4,vocab-n3
うける	ウケ'ル	うける	vocab-n4
うごかす	ウゴカ'ス	うごかす	vocab-n4,vocab-n3
うすい	ウスイ'	うすい	vocab-n4,vocab-n3
うたがう	ウタガウ'	うたがう	vocab-n4,vocab-n3
うつ	ウ'ツ	うつ	vocab-n4
うっかり	ウッカ'リ	うっかり	vocab-n4,vocab-n3,vocab-n2,confusables-word
うつくしい	ウ_ツクシ'イ	うつくしい	vocab-n4,vocab-n3
うで	ウデ'	うで	vocab-n4,vocab-n3
うらやましい	ウラヤマシ'イ	うらやましい	vocab-n4,vocab-n3,vocab-n2
うりば	ウリバ'	うりば	vocab-n4
え	エ'	え	vocab-n4
えだ	エ'ダ	えだ	vocab-n4,vocab-n3
えらい	エラ'イ	えらい	vocab-n4,vocab-n3,vocab-n2
えらぶ	エラ'ブ	えらぶ	vocab-n4
えんりょする	エンリョ'/スル'	えんりょする	vocab-n4,vocab-n3
おいかける	オイカケ'ル	おいかける	vocab-n4,vocab-n3,vocab-n2
おいわい	オ'イワイ	おいわい	vocab-n4
おうふく	オオ_フク'	おうふく	vocab-n4,vocab-n3,vocab-n2
おかげさまで	オカゲ'サマデ	おかげさまで	vocab-n4
おきゃくさま	オキャ_クサマ'	おきゃくさま	vocab-n4,vocab-n3
おくじょう	オクジョオ'	おくじょう	vocab-n4,vocab-n2
おこす	オコ'ス	おこす	vocab-n4,vocab-n3
おさきに	オサキニ'	おさきに	vocab-n4
おしいれ	オシイレ'	おしいれ	vocab-n4
おじゃまします	オジャマ'/シマ'_ス	おじゃまします	vocab-n4
おそろしい	オソロシ'イ	おそろしい	vocab-n4,vocab-n3,vocab-n2
おだやか	オダ'ヤカ	おだやか	vocab-n4,vocab-n3,vocab-n2
おちる	オチ'ル	おちる	vocab-n4
おつかれさま	オ_ツカレサマ'	おつかれさま	vocab-n4
おっしゃる	オッシャ'ル	おっしゃる	vocab-n4
おつり	オ'ツリ	おつり	vocab-n4
おとす	オト'ス	おとす	vocab-n4,vocab-n3
おどろく	オドロ'ク	おどろく	vocab-n4,vocab-n3
おみまい	オミ'マイ	おみまい	vocab-n4
おもいだす	オモイダ'ス	おもいだす	vocab-n4,vocab-n3
おもいで	オモイデ'	おもいで	vocab-n4
おや	オ'ヤ	おや	vocab-n4
および	オ'ヨビ	および	vocab-n4,vocab-n3,vocab-n2,vocab-n1
おれい	オ'レイ	おれい	vocab-n4
かーど	カア'/ド'	かーど	vocab-n4
かいがん	カイガン'	かいがん	vocab-n4
かいぎ	カ'イギ	かいぎ	vocab-n4,vocab-n3,vocab-n2,vocab-n1
かいじょう	カイジョオ'	かいじょう	vocab-n4
かいわ	カイワ'	かいわ	vocab-n4
かがく	カ'ガク	かがく	vocab-n4,vocab-n2
かがみ	カガミ'	かがみ	vocab-n4
かかり	カカリ'	かかり	vocab-n4,vocab-n3
かくにんする	カクニン'/スル'	かくにんする	vocab-n4,vocab-n3
がす	ガス'	がす	vocab-n4
かぞえる	カゾエ'ル	かぞえる	vocab-n4,vocab-n3
かたい	カタイ'	かたい	vocab-n4,vocab-n3,vocab-n2
かたづく	カタズ'ク	かたづく	vocab-n4
かたづける	カタズケ'ル	かたづける	vocab-n4,vocab-n3
かたみち	カタミチ'	かたみち	vocab-n4,vocab-n3,vocab-n2
かちょう	カチョオ'	かちょう	vocab-n4
かつ	カ'ツ	かつ	vocab-n4,vocab-n3,vocab-n2,vocab-n1
がっき	ガッキ'	がっき	vocab-n4,vocab-n3
かって	カッテ'	かって	vocab-n4,vocab-n3
かなしむ	カナシ'ム	かなしむ	vocab-n4
かなり	カ'ナリ	かなり	vocab-n4,vocab-n3,confusables-word
かべ	カベ'	かべ	vocab-n4,vocab-n3,vocab-n2
かまう	カマ'ウ	かまう	vocab-n4,vocab-n3,vocab-n2
がまんする	ガ'マン/スル'	がまんする	vocab-n4,vocab-n3
かみなり	カミナ'リ	かみなり	vocab-n4,vocab-n3
かむ	カ'ム	かむ	vocab-n4,vocab-n3,vocab-n2
かもく	カモク'	かもく	vocab-n4,vocab-n2
かゆい	カユ'イ	かゆい	vocab-n4,vocab-n3
かよう	カヨウ'	かよう	vocab-n4,vocab-n3
がら	ガ'ラ	がら	vocab-n4
かわかす	カワカ'ス	かわかす	vocab-n4,vocab-n3
かわく	カワ'ク	かわく	vocab-n4,vocab-n3
かわる	カワル'	かわる	vocab-n4
かんけい	カンケイ'	かんけい	vocab-n4,vocab-n3,vocab-n2,vocab-n1
かんこう	カンコオ'	かんこう	vocab-n4,vocab-n3,vocab-n2,vocab-n1
かんしゃする	カ'ンシャ/スル'	かんしゃする	vocab-n4,vocab-n3,vocab-n2
かんじる	カンジル'	かんじる	vocab-n4,vocab-n2
かんせつ	カンセツ'	かんせつ	vocab-n4,vocab-n1
かんどうする	カンドオ'/スル'	かんどうする	vocab-n4,vocab-n3
がんばる	ガンバ'ル	がんばる	vocab-n4
きかい	_キカイ'	きかい	vocab-n4,vocab-n3,vocab-n1
きがつく	キガツ'ク	きがつく	vocab-n4
きこえる	_キコエル'	きこえる	vocab-n4
ぎじゅつ	ギ'ジュツ	ぎじゅつ	vocab-n4,vocab-n3,vocab-n2
きず	キ'ズ	きず	vocab-n4,vocab-n3
きちんと	_キチ'ント	きちんと	vocab-n4,vocab-n3
きにする	キ'ニ/スル'	きにする	vocab-n4
きぶん	キ'ブン	きぶん	vocab-n4,vocab-n3,vocab-n2
きまる	キマル'	きまる	vocab-n4
きめる	キメル'	きめる	vocab-n4
きもち	キモチ'	きもち	vocab-n4
きゃく	キャ'ク	きゃく	vocab-n4,vocab-n3
きゃんせる	キャ'ンセル	きゃんせる	vocab-n4
きゅう	キュウ'	きゅう	vocab-n4
きゅうきゅうしゃ	キュウキュウシャ'	きゅうきゅうしゃ	vocab-n4,vocab-n3
きゅうこう	キュウコオ'	きゅうこう	vocab-n4
きゅうに	キュウニ'	きゅうに	vocab-n4,vocab-n3
きよう	キ'ヨオ	きよう	vocab-n4,vocab-n3,vocab-n2,vocab-n1
きょういく	キョオイク'	きょういく	vocab-n4,vocab-n3,vocab-n2
きょうそうする	キョ'オ/ソオ'/スル'	きょうそうする	vocab-n4
きょうみ	キョオミ'	きょうみ	vocab-n4,vocab-n3
ぎりぎり	ギリギリ'	ぎりぎり	vocab-n4,vocab-n3,vocab-n2
きんがく	キンガク'	きんがく	vocab-n4,vocab-n3
きんじょ	キ'ンジョ	きんじょ	vocab-n4
くさ	_クサ'	くさ	vocab-n4,vocab-n3
くさい	_クサ'イ	くさい	vocab-n4,vocab-n3
ぐっすり	グッス'リ	ぐっすり	vocab-n4,vocab-n3
くび	クビ'	くび	vocab-n4
くも	ク'モ	くも	vocab-n4
くやしい	クヤシ'イ	くやしい	vocab-n4,vocab-n3,vocab-n2
くらべる	クラベル'	くらべる	vocab-n4,vocab-n3
くるしい	クルシ'イ	くるしい	vocab-n4,vocab-n3,vocab-n2
くわしい	クワシ'イ	くわしい	vocab-n4,vocab-n3,vocab-n2
ぐんぐん	グ'ングン	ぐんぐん	vocab-n4,vocab-n3,vocab-n2
け	ケ'	け	vocab-n4
けいかく	ケイカク'	けいかく	vocab-n4,vocab-n3,vocab-n2
けいかくする	ケイカ_ク'/スル'	けいかくする	vocab-n4,vocab-n3
けいけん	ケイケン'	けいけん	vocab-n4,vocab-n3,vocab-n2
けいさつ	ケイサツ'	けいさつ	vocab-n4
けいひ	ケ'イヒ	けいひ	vocab-n4,vocab-n3,vocab-n2
けが	ケガ'	けが	vocab-n4
けしき	ケ'_シキ	けしき	vocab-n4,vocab-n3
けっして	ケッ_シテ'	けっして	vocab-n4,vocab-n3,vocab-n2
けっせきする	ケッセ_キ'/スル'	けっせきする	vocab-n4
ける	ケ'ル	ける	vocab-n4,vocab-n3
げんいん	ゲンイン'	げんいん	vocab-n4,vocab-n3,vocab-n2
けんきゅう	ケンキュウ'	けんきゅう	vocab-n4,vocab-n3,vocab-n2
けんきゅうする	ケンキュウ'/スル'	けんきゅうする	vocab-n4,vocab-n3
げんきん	ゲンキ'ン	げんきん	vocab-n4
けんこう	ケンコオ'	けんこう	vocab-n4,vocab-n3,vocab-n2
こい	コ'イ	こい	vocab-n4,vocab-n3,vocab-n1
ごうかく	ゴオカク'	ごうかく	vocab-n4,vocab-n3,vocab-n2
ごうかくする	ゴオカ_ク'/スル'	ごうかくする	vocab-n4,vocab-n3
こうこう	コオコオ'	こうこう	vocab-n4
こうじょう	コオジョオ'	こうじょう	vocab-n4,vocab-n3
こうつう	コオツウ'	こうつう	vocab-n4,vocab-n3
こうふく	コオ_フク'	こうふく	vocab-n4,vocab-n3
こくさい	コ_クサイ'	こくさい	vocab-n4,vocab-n3
こくみん	コクミン'	こくみん	vocab-n4,vocab-n3,vocab-n2
ごくろうさま	ゴクロオサマ'	ごくろうさま	vocab-n4
こし	コ'シ	こし	vocab-n4,vocab-n3
こぜに	コゼニ'	こぜに	vocab-n4
ごちそうさま	ゴ_チソオサマ'	ごちそうさま	vocab-n4
こづつみ	コズ'ツミ	こづつみ	vocab-n4
ことわる	コトワ'ル	ことわる	vocab-n4,vocab-n3,vocab-n2
こぴー	コ'/ピ'イ	こぴー	vocab-n4
ごみ	ゴミ'	ごみ	vocab-n4
ごみばこ	ゴミ'バコ	ごみばこ	vocab-n4
ごらんになる	ゴランニ'/ナ'ル	ごらんになる	vocab-n4
こわす	コワ'ス	こわす	vocab-n4,vocab-n3,vocab-n2
こわれる	コワ'レル	こわれる	vocab-n4,vocab-n3,vocab-n2
こんぴゅーたー	コン'/ピュ'ウタア	こんぴゅーたー	vocab-n4
さいごに	サ'イゴニ	さいごに	vocab-n4
ざいりょう	ザイリョオ'	ざいりょう	vocab-n4,vocab-n3,vocab-n2
さいん	サイ'ン	さいん	vocab-n4
さがす	サガス'	さがす	vocab-n4,vocab-n3
さがる	サガ'ル	さがる	vocab-n4,vocab-n3
さかん	サ'カン	さかん	vocab-n4,vocab-n3,vocab-n2
さきほど	サ_キホド'	さきほど	vocab-n4
さげる	サゲ'ル	さげる	vocab-n4
さしあげる	サシアゲ'ル	さしあげる	vocab-n4
さすが	サスガ'	さすが	vocab-n4,vocab-n2,confusables-word
さそう	サ'ソオ	さそう	vocab-n4,vocab-n3,vocab-n2
