text	kana	fed_text	sources
あいがんする	アイガン'/スル'	あいがんする	vocab-n1
あいしゅう	アイシュウ'	あいしゅう	vocab-n1
あいちゃく	アイチャク'	あいちゃく	vocab-n1
あいはんする	アイハン'/スル'	あいはんする	vocab-n1
あいろ	ア'イロ	あいろ	vocab-n1
あおぐ	アオ'グ	あおぐ	vocab-n1
あかつき	アカ_ツキ'	あかつき	vocab-n1
あがなう	アガナ'ウ	あがなう	vocab-n1
あがめる	アガメ'ル	あがめる	vocab-n1
あくしつ	ア_クシツ'	あくしつ	vocab-n1
あくせい	ア_クセイ'	あくせい	vocab-n1
あくせんくとう	ア_クセン_クトオ'	あくせんくとう	vocab-n1
あげくのはて	アゲクノ'/ハ'テ	あげくのはて	vocab-n1
あけぼの	アケボノ'	あけぼの	vocab-n1
あこがれる	アコガレル'	あこがれる	vocab-n1
あさやけ	アサヤケ'	あさやけ	vocab-n1
あしがかり	アシガ'カリ	あしがかり	vocab-n1
あしたはあしたのかぜがふく	ア_シタ'ワ/ア_シタ'ノ/カゼガ'/_フク'	あしたはあしたのかぜがふく	vocab-n1
あしもとをみる	アシモ'トオ/ミ'ル	あしもとをみる	vocab-n1
あぜん	アゼン'	あぜん	vocab-n1
あっかん	アッカン'	あっかん	vocab-n1
あっせん	アッセン'	あっせん	vocab-n1
あっぱれ	アッパ'レ	あっぱれ	vocab-n1
あつりょく	アツリョク'	あつりょく	vocab-n1
あつれき	アツレキ'	あつれき	vocab-n1
あとがき	アトガキ'	あとがき	vocab-n1
あどけない	アドケナ'イ	あどけない	vocab-n1
あとのまつり	アトノマツリ'	あとのまつり	vocab-n1
あながち	アナガチ'	あながち	vocab-n1
あばたもえくぼ	アバタモエ'クボ	あばたもえくぼ	vocab-n1
あぶらをうる	アブラオ'/ウル'	あぶらをうる	vocab-n1
あぶる	アブ'ル	あぶる	vocab-n1
あまだれいしをうがつ	ア'/マ'ダ/レ'イシオ/ウガ'ツ	あまだれいしをうがつ	vocab-n1
あめふってじかたまる	アメ'/フ'ッテジカ/タマル'	あめふってじかたまる	vocab-n1
あゆみよる	アユミヨ'ル	あゆみよる	vocab-n1
あらあらしい	アラアラシ'イ	あらあらしい	vocab-n1
あらがう	アラガ'ウ	あらがう	vocab-n1
あらり	ア'ラリ	あらり	vocab-n1
ありあまる	アリアマ'ル	ありあまる	vocab-n1
あわよくば	アワヨ'クバ	あわよくば	vocab-n1
あわれむ	アワレ'ム	あわれむ	vocab-n1
あんじする	アンジ'/スル'	あんじする	vocab-n1
あんじてき	アンジテ'/キ'	あんじてき	vocab-n1
あんずるよりうむがやすし	アンズルヨリ'/ウムガ'/ヤス'シ	あんずるよりうむがやすし	vocab-n1
あんたい	アンタ'イ	あんたい	vocab-n1
あんちゅうもさく	アンチュウモ'サク	あんちゅうもさく	vocab-n1
あんゆ	アンユ'	あんゆ	vocab-n1
いあつする	イア_ツ'/スル'	いあつする	vocab-n1
いあつてき	イア_ツ'/テ'キ	いあつてき	vocab-n1
いいわけ	イイワケ'	いいわけ	vocab-n1
いいん	イ'イン	いいん	vocab-n1
いかがわしい	イカガワシ'イ	いかがわしい	vocab-n1
いかくする	イカ'_クスル	いかくする	vocab-n1
いかんせん	イカ'ンセン	いかんせん	vocab-n1
いきづまる	イキズマ'ル	いきづまる	vocab-n1
いきとうごう	イ_キトオゴオ'	いきとうごう	vocab-n1
いきどおり	イキドオ'リ	いきどおり	vocab-n1
いきようようと	イキヨオヨオト'	いきようようと	vocab-n1
いくどうおん	イクドオオン'	いくどうおん	vocab-n1
いくどとなく	イ'クドト/ナ'ク	いくどとなく	vocab-n1
いけい	イケイ'	いけい	vocab-n1
いこうする	イコオ'/スル'	いこうする	vocab-n1
いこつ	イコツ'	いこつ	vocab-n1
いささか	イサ'サカ	いささか	vocab-n1
いさましい	イサマシ'イ	いさましい	vocab-n1
いさめる	イサメ'ル	いさめる	vocab-n1
いしがき	イシガキ'	いしがき	vocab-n1
いしずえ	イシズエ'	いしずえ	vocab-n1
いしのうえにもさんねん	イ'シノ/ウエニ'/モサ'ンネン	いしのうえにもさんねん	vocab-n1
いしばしをたたいてわたる	イシバシオ'/タタ'イテ/ワタル'	いしばしをたたいてわたる	vocab-n1
いしょく	イショク'	いしょく	vocab-n1
いしょくする	イショ_ク'/スル'	いしょくする	vocab-n1
いしんでんしん	イシンデン'シン	いしんでんしん	vocab-n1
いせつ	イセツ'	いせつ	vocab-n1
いそ	イ'ソ	いそ	vocab-n1
いそう	イ'ソオ	いそう	vocab-n1
いそがばまわれ	イ'ソガバ/マ'ワレ	いそがばまわれ	vocab-n1
いそしむ	イソシ'ム	いそしむ	vocab-n1
いたいたしい	イタイタシ'イ	いたいたしい	vocab-n1
いたいどうしん	イタ'イ/ドオシン'	いたいどうしん	vocab-n1
いたずらに	イタズラニ'	いたずらに	vocab-n1
いたたまれない	イタタマレ'ナイ	いたたまれない	vocab-n1
いたって	イタ'ッテ	いたって	vocab-n1
いたむ	イタ'ム	いたむ	vocab-n1
いたわる	イタワ'ル	いたわる	vocab-n1
いたん	イタ'ン	いたん	vocab-n1
いちかばちか	イ_チカ'バ_チカ	いちかばちか	vocab-n1
いちごいちえ	イチゴイチ'エ	いちごいちえ	vocab-n1
いちずに	イチ'ズニ	いちずに	vocab-n1
いちもうだじん	イチモオダ'ジン	いちもうだじん	vocab-n1
いちもくりょうぜん	イチモクリョオ'ゼン	いちもくりょうぜん	vocab-n1
いちよく	イチヨク'	いちよく	vocab-n1
いちりつに	イチリツニ'	いちりつに	vocab-n1
いちれんたくしょう	イチレンタ_クショ'オ	いちれんたくしょう	vocab-n1
