text	kana	fed_text	sources
あいにく	アイニク'	あいにく	vocab-n2,vocab-n1
あいらしい	アイラシ'イ	あいらしい	vocab-n2
あえて	ア'エテ	あえて	vocab-n2,vocab-n1
あおる	アオ'ル	あおる	vocab-n2
あざける	アザケ'ル	あざける	vocab-n2
あざむく	アザム'ク	あざむく	vocab-n2
あざやか	アザ'ヤカ	あざやか	vocab-n2
あじけない	アジケナ'イ	あじけない	vocab-n2
あせる	アセ'ル	あせる	vocab-n2
あつかう	ア_ツカウ'	あつかう	vocab-n2
あつかましい	ア_ツカマシ'イ	あつかましい	vocab-n2
あっというまに	ア'ット/イウマニ'	あっというまに	vocab-n2
あなどる	アナド'ル	あなどる	vocab-n2
あばく	アバ'ク	あばく	vocab-n2
あばれる	アバレル'	あばれる	vocab-n2
あまえる	アマエル'	あまえる	vocab-n2
あまる	アマ'ル	あまる	vocab-n2
あまんじる	アマンジ'ル	あまんじる	vocab-n2
あやうい	アヤウイ'	あやうい	vocab-n2
あらかた	アラカタ'	あらかた	vocab-n2
あらそう	アラソオ'	あらそう	vocab-n2
あらた	アラタ'	あらた	vocab-n2
あらたに	ア'ラタニ	あらたに	vocab-n2
あらためる	アラタメ'ル	あらためる	vocab-n2
あらわす	アラワ'ス	あらわす	vocab-n2
あらわにする	ア'ラワニ/スル'	あらわにする	vocab-n2
あらわれる	アラワレル'	あらわれる	vocab-n2
あわい	アワ'イ	あわい	vocab-n2
あわてる	アワテル'	あわてる	vocab-n2
あんい	ア'ンイ	あんい	vocab-n2
あんがい	アンガイ'	あんがい	vocab-n2
あんじる	アンジル'	あんじる	vocab-n2
あんど	ア'ンド	あんど	vocab-n2
いいかえる	イイカエ'ル	いいかえる	vocab-n2
いいわたす	イイワタ'ス	いいわたす	vocab-n2
いうまでもなく	イウマデモ'ナク	いうまでもなく	vocab-n2
いかなる	イカ'ナル	いかなる	vocab-n2
いきおい	イキオ'イ	いきおい	vocab-n2
いきどおる	イキド'オル	いきどおる	vocab-n2
いぎょう	イギョオ'	いぎょう	vocab-n2
いげん	イゲン'	いげん	vocab-n2
いこう	イコオ'	いこう	vocab-n2
いさぎよい	イサギヨ'イ	いさぎよい	vocab-n2
いしん	イ'シン	いしん	vocab-n2,vocab-n1
いずれにしても	イズレニ'/_シテモ'	いずれにしても	vocab-n2
いぜんとして	イゼントシ'テ	いぜんとして	vocab-n2
いぞんする	イゾン'/スル'	いぞんする	vocab-n2
いたく	イ'タク	いたく	vocab-n2
いだく	イダ'ク	いだく	vocab-n2
いたましい	イタマシ'イ	いたましい	vocab-n2
いたる	イタ'ル	いたる	vocab-n2
いちよう	イチヨオ'	いちよう	vocab-n2
いちりつ	イチリツ'	いちりつ	vocab-n2
いっこうに	イッコ'オニ	いっこうに	vocab-n2
いっしんする	イッシン'/スル'	いっしんする	vocab-n2
いっそうする	イッソオ'/スル'	いっそうする	vocab-n2
いっちする	イッ_チ'/スル'	いっちする	vocab-n2
いっぱん	イッパン'	いっぱん	vocab-n2
いっぽうてき	イッポ'オテ/キ'	いっぽうてき	vocab-n2
いつわる	イツワ'ル	いつわる	vocab-n2
いでん	イデン'	いでん	vocab-n2
いでんし	イデンシ'	いでんし	vocab-n2
いどう	イドオ'	いどう	vocab-n2
いとなむ	イ'ト/ナ'ム	いとなむ	vocab-n2
いにん	イニン'	いにん	vocab-n2
いはん	イハン'	いはん	vocab-n2
いぶつ	イブツ'	いぶつ	vocab-n2
いまいましい	イマイマシ'イ	いまいましい	vocab-n2
いまさら	イ'マサラ	いまさら	vocab-n2
いよく	イ'ヨク	いよく	vocab-n2
いるい	イルイ'	いるい	vocab-n2
いわんや	イワ'ンヤ	いわんや	vocab-n2
いんき	インキ'	いんき	vocab-n2
うけつぐ	ウケツグ'	うけつぐ	vocab-n2
うけとめる	ウケトメ'ル	うけとめる	vocab-n2
うたがいなく	ウタ'ガ/イナク'	うたがいなく	vocab-n2
うたがわしい	ウタガワシ'イ	うたがわしい	vocab-n2
うちあわせる	ウチアワセ'ル	うちあわせる	vocab-n2
うちきる	ウ_チキ'ル	うちきる	vocab-n2
うったえる	ウッタ'エル	うったえる	vocab-n2
うつる	ウツ'ル	うつる	vocab-n2
うながす	ウナガ'ス	うながす	vocab-n2
うらめしい	ウラメシ'イ	うらめしい	vocab-n2
うらやむ	ウラヤ'ム	うらやむ	vocab-n2
うるわしい	ウルワシ'イ	うるわしい	vocab-n2
うわまわる	ウワマワ'ル	うわまわる	vocab-n2
うんざり	ウンザ'リ	うんざり	vocab-n2
うんめい	ウンメイ'	うんめい	vocab-n2
えいせい	エイセイ'	えいせい	vocab-n2,vocab-n1
えいよ	エイヨ'	えいよ	vocab-n2
えきたい	エ_キタイ'	えきたい	vocab-n2
えてして	エ'テ_シテ	えてして	vocab-n2,vocab-n1
えんかく	エンカク'	えんかく	vocab-n2
えんしゅつ	エン_シュツ'	えんしゅつ	vocab-n2
えんじょ	エ'ンジョ	えんじょ	vocab-n2
えんぜつ	エンゼツ'	えんぜつ	vocab-n2
えんそう	エンソオ'	えんそう	vocab-n2
えんだか	エ'ンダカ	えんだか	vocab-n2
えんちょう	エンチョオ'	えんちょう	vocab-n2
えんやす	エンヤ'ス	えんやす	vocab-n2
おうえん	オオエン'	おうえん	vocab-n2
おうおうにして	オオオオニ'/_シテ'	おうおうにして	vocab-n2
おうさま	オ'ウ/サマ'	おうさま	vocab-n2
おうじる	オオジル'	おうじる	vocab-n2
おうぼ	オオボ'	おうぼ	vocab-n2
おおげさ	オオゲサ'	おおげさ	vocab-n2
おおしい	オオシ'イ	おおしい	vocab-n2
おおまか	オオマカ'	おおまか	vocab-n2
おおむね	オオムネ'	おおむね	vocab-n2,vocab-n1
おくらせる	オクラセル'	おくらせる	vocab-n2
おしなべて	オシナ'ベテ	おしなべて	vocab-n2,vocab-n1
おそらく	オソ'ラク	おそらく	vocab-n2,confusables-word
おとる	オトル'	おとる	vocab-n2
おとろえる	オトロエ'ル	おとろえる	vocab-n2
おのずから	オノズカラ'	おのずから	vocab-n2,vocab-n1
おのずと	オノズト'	おのずと	vocab-n2
おびえる	オビエル'	おびえる	vocab-n2
おびやかす	オビヤカ'ス	おびやかす	vocab-n2
おもいあたる	オモイアタ'ル	おもいあたる	vocab-n2
おもたい	オモタイ'	おもたい	vocab-n2
おもわく	オモワク'	おもわく	vocab-n2
およぼす	オヨボス'	およぼす	vocab-n2
おろしうり	オロシウリ'	おろしうり	vocab-n2
おんがえし	オンガエシ'	おんがえし	vocab-n2
おんけい	オンケイ'	おんけい	vocab-n2
おんじゅん	オンジュン'	おんじゅん	vocab-n2
おんだんか	オンダンカ'	おんだんか	vocab-n2
かいきする	カイ_キ'/スル'	かいきする	vocab-n2
かいぎょう	カイギョオ'	かいぎょう	vocab-n2
がいけん	ガイケン'	がいけん	vocab-n2
かいご	カ'イゴ	かいご	vocab-n2,vocab-n1
かいさいする	カイサイ'/スル'	かいさいする	vocab-n2
かいざいする	カイザイ'/スル'	かいざいする	vocab-n2
がいして	ガ'イ_シテ	がいして	vocab-n2
かいしゃくする	カ'イシャ_ク/スル'	かいしゃくする	vocab-n2
かいしゅうする	カイシュウ'/スル'	かいしゅうする	vocab-n2
かいしょうする	カイショオ'/スル'	かいしょうする	vocab-n2
かいせいする	カイセイ'/スル'	かいせいする	vocab-n2
かいぜん	カイゼン'	かいぜん	vocab-n2
かいたい	カイタ'イ	かいたい	vocab-n2
かいたく	カイタ'ク	かいたく	vocab-n2
かいちく	カイ_チク'	かいちく	vocab-n2
がいちゅう	ガイチュウ'	がいちゅう	vocab-n2
かいてい	カイテイ'	かいてい	vocab-n2
かいにゅうする	カイニュウ'/スル'	かいにゅうする	vocab-n2
かいふく	カイ_フク'	かいふく	vocab-n2
かいほう	カイホオ'	かいほう	vocab-n2
かいりつ	カイリツ'	かいりつ	vocab-n2
かかえる	カカエル'	かかえる	vocab-n2
かかげる	カカゲル'	かかげる	vocab-n2
かがやく	カガヤ'ク	かがやく	vocab-n2
かかん	カカ'ン	かかん	vocab-n2
がくい	ガ'クイ	がくい	vocab-n2
かくいつてき	カクイ_ツテ'/キ'	かくいつてき	vocab-n2
かくご	カ'クゴ	かくご	vocab-n2
かくさ	カ'_クサ	かくさ	vocab-n2
かくじ	カ'クジ	かくじ	vocab-n2
かくじつ	カクジツ'	かくじつ	vocab-n2
かくしん	カ_クシン'	かくしん	vocab-n2,vocab-n1
がくせつ	ガ_クセツ'	がくせつ	vocab-n2
かくめい	カクメイ'	かくめい	vocab-n2
かくりする	カクリ'/スル'	かくりする	vocab-n2
かくりつする	カクリ_ツ'/スル'	かくりつする	vocab-n2
かけきん	カケ'キン	かけきん	vocab-n2
かこ	カ'コ	かこ	vocab-n2
かこう	カ'コオ	かこう	vocab-n2
かごうぶつ	カゴオ'/ブ'ツ	かごうぶつ	vocab-n2
かこく	カコク'	かこく	vocab-n2
かざん	カザン'	かざん	vocab-n2
かじ	カ'ジ	かじ	vocab-n2
かじょう	カジョオ'	かじょう	vocab-n2
